EALoadLoop.thisRepN,EALoadLoop.thisTrialN,EALoadLoop.thisN,EALoadLoop.thisIndex,EncLoadLoop.thisRepN,EncLoadLoop.thisTrialN,EncLoadLoop.thisN,EncLoadLoop.thisIndex,IALoadLoop.thisRepN,IALoadLoop.thisTrialN,IALoadLoop.thisN,IALoadLoop.thisIndex,RetLoadLoop.thisRepN,RetLoadLoop.thisTrialN,RetLoadLoop.thisN,RetLoadLoop.thisIndex,EAPractice2Trials.thisRepN,EAPractice2Trials.thisTrialN,EAPractice2Trials.thisN,EAPractice2Trials.thisIndex,IAPractice2Trials.thisRepN,IAPractice2Trials.thisTrialN,IAPractice2Trials.thisN,IAPractice2Trials.thisIndex,EncPractice2Trials.thisRepN,EncPractice2Trials.thisTrialN,EncPractice2Trials.thisN,EncPractice2Trials.thisIndex,RetPractice2Trials.thisRepN,RetPractice2Trials.thisTrialN,RetPractice2Trials.thisN,RetPractice2Trials.thisIndex,Blocks40.thisRepN,Blocks40.thisTrialN,Blocks40.thisN,Blocks40.thisIndex,EATrialsBlocks40.thisRepN,EATrialsBlocks40.thisTrialN,EATrialsBlocks40.thisN,EATrialsBlocks40.thisIndex,EncTrialsBlocks40.thisRepN,EncTrialsBlocks40.thisTrialN,EncTrialsBlocks40.thisN,EncTrialsBlocks40.thisIndex,IATrialsBlocks40.thisRepN,IATrialsBlocks40.thisTrialN,IATrialsBlocks40.thisN,IATrialsBlocks40.thisIndex,RetTrialsBlocks40.thisRepN,RetTrialsBlocks40.thisTrialN,RetTrialsBlocks40.thisN,RetTrialsBlocks40.thisIndex,Blocks10.thisRepN,Blocks10.thisTrialN,Blocks10.thisN,Blocks10.thisIndex,EATrialsBlocks10.thisRepN,EATrialsBlocks10.thisTrialN,EATrialsBlocks10.thisN,EATrialsBlocks10.thisIndex,EncTrialsBlocks10.thisRepN,EncTrialsBlocks10.thisTrialN,EncTrialsBlocks10.thisN,EncTrialsBlocks10.thisIndex,IATrialsBlocks10.thisRepN,IATrialsBlocks10.thisTrialN,IATrialsBlocks10.thisN,IATrialsBlocks10.thisIndex,RetTrialsBlocks10.thisRepN,RetTrialsBlocks10.thisTrialN,RetTrialsBlocks10.thisN,RetTrialsBlocks10.thisIndex,welcomeText.started,welcomeKey.started,welcomeKey.keys,welcomeKey.rt,welcomeText2.started,welcomeKey2.started,welcomeKey2.keys,welcomeKey2.rt,EAPracticeText1.started,EAPracticeText2.started,EAPracticeRespText.started,EAPracticeKey.started,EAPracticeKey.keys,EAPracticeKey.rt,EAPractice2Text.started,EAPractice2Key.started,EAPractice2Key.keys,EAPractice2Key.rt,corr_key,stim_name,magnitude,stim_spec,num_big,EAPractice1Text1.started,EAPractice1Stim.started,EAPractice1Resp.started,EAPractice1Text2.started,EAPractice1Resp.keys,EAPractice1Resp.corr,EAPractice1Resp.rt,EAPostPractice1Text.started,EAPostPractice1Resp.started,EAPostPractice1Resp.keys,EAPostPractice1Resp.rt,FixCross.started,FixCross.stopped,EATrialText1.started,EATrialStim.started,EATrialText2.started,EATrialResp.started,EATrialResp.keys,EATrialResp.corr,EATrialResp.rt,EAPracticeEndText.started,EAPracticeEndKey.started,EAPracticeEndKey.keys,EAPracticeEndKey.rt,IAPracticeInstructions1Text1.started,IAPracticeInstructions1Text2.started,IAPracticeInstructions1RespText.started,IAPracticeInstructions1Resp.started,IAPracticeInstructions1Resp.keys,IAPracticeInstructions1Resp.rt,IAPracticeInstructions2Text.started,IAPracticeInstructions2Resp.started,IAPracticeInstructions2Resp.keys,IAPracticeInstructions2Resp.rt,has_neg,IAPractice1Stim.started,IAPractice1Resp.started,IAPractice1Text1.started,IAPractice1Resp.keys,IAPractice1Resp.corr,IAPractice1Resp.rt,IAPractice1Feedback.started,IAPostPractice1Resp.started,IAPostPractice1Resp.keys,IAPostPractice1Resp.rt,IATrialStim.started,IATrialRespText.started,IATrialResp.started,IATrialRespText.stopped,IATrialResp.stopped,IATrialResp.keys,IATrialResp.corr,IATrialResp.rt,IAPracticeEndText.started,IAPracticeEndResp.started,IAPracticeEndResp.keys,IAPracticeEndResp.rt,EncPracticeInstructionsText1.started,EncPracticeInstructionsText2.started,EncPracticeInstructionsRespText.started,EncPracticeInstructionsResp.started,EncPracticeInstructionsResp.keys,EncPracticeInstructionsResp.rt,EncPracticeInstructions2Text.started,EncPracticeInstructions2Resp.started,EncPracticeInstructions2Resp.keys,EncPracticeInstructions2Resp.rt,EncPractice1Stim.started,EncPractice1Resp.started,EncPractice1RespText.started,EncPractice1Resp.keys,EncPractice1Resp.corr,EncPractice1Resp.rt,EncPractice1Feedback.started,EncPractice1FeedbackResp.started,EncPractice1FeedbackResp.keys,EncPractice1FeedbackResp.rt,EncImage.started,EncTrialRespText.started,EncTrialResp.started,EncTrialRespText.stopped,EncTrialResp.stopped,EncTrialResp.keys,EncTrialResp.corr,EncTrialResp.rt,EncPracticeEndText.started,EncPracticeEndResp.started,EncPracticeEndResp.keys,EncPracticeEndResp.rt,RetPracticeInstructionsText1.started,RetPracticeInstructionsText2.started,RetPracticeInstructionsResp.started,RetPracticeInstructions1Berry.started,RetPracticeInstructions1Question.started,RetPracticeInstructions1Truck.started,RetPracticeInstructions1House.started,RetPracticeInstructionsNumGuide1.started,RetPracticeInstructionsNumGuide2.started,RetPracticeInstructionsNumGuide3.started,RetPracticeInstructionsNumGuide4.started,RetPracticeInstructionsResp.keys,RetPracticeInstructionsResp.rt,RetPracticeInstructions2Text.started,RetPracticeInstructions2Resp.started,RetPracticeInstructions2Resp.keys,RetPracticeInstructions2Resp.rt,enc_stimname,RetPractice1Stim.started,RetPractice1Resp.started,RetPractice1Berry.started,RetPractice1Question.started,RetPractice1Truck.started,RetPractice1House.started,RetPractice1Resp.keys,RetPractice1Resp.corr,RetPractice1Resp.rt,RetPostPractice1Text.started,RetPostPractice1Resp.started,RetPostPractice1Resp.keys,RetPostPractice1Resp.rt,RetTrialStim.started,RetTrialResp.started,RetTrialQuestion.started,RetTrialBerry.started,RetTrialTruck.started,RetTrialHouse.started,RetTrialResp.stopped,RetTrialQuestion.stopped,RetTrialBerry.stopped,RetTrialTruck.stopped,RetTrialHouse.stopped,RetTrialResp.keys,RetTrialResp.corr,RetTrialResp.rt,RetPracticeEndText.started,RetPracticeEndResp.started,RetPracticeEndResp.keys,RetPracticeEndResp.rt,EATaskInstructionsText1.started,EATaskInstructionsText2.started,EATrialText2.stopped,EATrialResp.stopped,EncTaskInstructionsText1.started,EncTaskInstructionsText2.started,EncTaskInstructionsText1.stopped,EncTaskInstructionsText2.stopped,IATaskInstructionsText1.started,IATaskInstructionsText2.started,RetTaskInstructionsText1.started,RetTaskInstructionsText2.started,RetTaskInstructionsText1.stopped,RetTaskInstructionsText2.stopped,Block1EndText.started,Block1EndText.stopped,EATaskInstructionsText1.stopped,EATaskInstructionsText2.stopped,Block2BreakText.started,Block2BreakKey.started,Block2BreakKey.keys,Block2BreakKey.rt,Block2EndText.started,Block2EndText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Encod_Stim.129.jpeg,,fruit,,,,,,,,,,,,,1832.027755318999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1832.5791314249982,1834.013410989999,1834.013410989999,1835.515046982,1835.515046982,4,1,0.9641972960016574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Encod_Stim.283.jpeg,,vehicle,,,,,,,,,,,,,1835.5311021650014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1836.0830387860005,1837.5172065490005,1837.5172065490005,1839.0189675199981,1839.0189675199981,3,1,0.8690953549994447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.014.jpeg,,fruit,,,,,,,,,,,,,1839.035618894999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1839.586268725001,1841.02099017,1841.02099017,1842.5227643479993,1842.5227643479993,2,1,0.9572544450020359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Encod_Stim.216.jpeg,,fruit,,,,,,,,,,,,,1842.5392192859981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1843.074295000999,1844.508126285,1844.508126285,1846.0099764180013,1846.0099764180013,3,1,0.8934487820006325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Encod_Stim.128.jpeg,,fruit,,,,,,,,,,,,,1846.026672347998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1846.593981574999,1848.0120977549996,1848.0120977549996,1849.5140317250007,1849.5140317250007,4,1,0.4136022890015738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Encod_Stim.240.jpeg,,building,,,,,,,,,,,,,1849.530456897999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850.0801111600013,1851.5160066019998,1851.5160066019998,1853.0176546900002,1853.0176546900002,3,1,0.6778991240025789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.009.jpeg,,fruit,,,,,,,,,,,,,1853.0343079689992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853.584861487001,1855.0199650120012,1855.0199650120012,1856.5215397069987,1856.5215397069987,2,1,1.1420580050034914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Encod_Stim.205.jpeg,,fruit,,,,,,,,,,,,,1856.5381354829988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1857.089550012999,1858.5062811349999,1858.5062811349999,1860.009022137001,1860.009022137001,3,1,0.5755069330007245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.012.jpeg,,fruit,,,,,,,,,,,,,1860.0251817009994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860.5763544209985,1862.0110121100006,1862.0110121100006,1863.512343358001,1863.512343358001,2,1,0.4637573670006532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Encod_Stim.298.jpeg,,vehicle,,,,,,,,,,,,,1863.5292464390004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1864.0801166769998,1865.5149446629985,1865.5149446629985,1867.0165463259982,1867.0165463259982,3,1,0.511566605000553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Encod_Stim.156.jpeg,,vehicle,,,,,,,,,,,,,1867.0330596259992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867.582669716001,1869.0186631479992,1869.0186631479992,1870.520669829999,1870.520669829999,4,1,0.7753650970007584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Encod_Stim.219.jpeg,,fruit,,,,,,,,,,,,,1870.5370209969988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1871.0866501579985,1872.50584007,1872.50584007,1874.007213885001,1874.007213885001,3,1,1.3040447030034557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.049.jpeg,,vehicle,,,,,,,,,,,,,1874.0239031210003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874.591512545001,1876.0096564439991,1876.0096564439991,1877.511495445,1877.511495445,2,1,0.9841829460019653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.016.jpeg,,fruit,,,,,,,,,,,,,1877.5278525210015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1878.0960820289984,1879.513554492998,1879.513554492998,1881.0154692729993,1881.0154692729993,2,1,0.5208023809973383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Encod_Stim.114.jpeg,,fruit,,,,,,,,,,,,,1881.0317481579987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881.582606707998,1883.017461110001,1883.017461110001,1884.5187355589987,1884.5187355589987,4,1,0.33578191900232923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.071.jpeg,,building,,,,,,,,,,,,,1884.5355447209986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885.0865199969994,1886.5213164300003,1886.5213164300003,1888.023196973998,1888.023196973998,2,1,0.8975706470009754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Encod_Stim.242.jpeg,,building,,,,,,,,,,,,,1888.039531743998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888.5741067329982,1890.0085376790012,1890.0085376790012,1891.510176732998,1891.510176732998,3,1,0.5046786880011496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.006.jpeg,,fruit,,,,,,,,,,,,,1891.5266772379982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892.0780543180008,1893.5122214010007,1893.5122214010007,1895.014041257,1895.014041257,2,1,1.1528572200004419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.077.jpeg,,building,,,,,,,,,,,,,1895.0304106139993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895.5803165830002,1897.0157042690007,1897.0157042690007,1898.5179217590012,1898.5179217590012,2,1,0.4834607880002295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.068.jpeg,,building,,,,,,,,,,,,,1898.5344347610007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899.0852550109994,1900.5199576980012,1900.5199576980012,1902.0218241420007,1902.0218241420007,2,1,0.7296084439985862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.090.jpeg,,building,,,,,,,,,,,,,1902.038269853998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1902.6063051970013,1904.007185636001,1904.007185636001,1905.509136228,1905.509136228,2,1,0.7382250400005432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.094.jpeg,,building,,,,,,,,,,,,,1905.5254975399985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1906.0933596819996,1907.5111724540002,1907.5111724540002,1909.0128540350015,1909.0128540350015,2,1,0.5942716819990892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Encod_Stim.135.jpeg,,vehicle,,,,,,,,,,,,,1909.0292055149985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909.5799577649996,1911.0149786639995,1911.0149786639995,1912.516738593,1912.516738593,4,1,1.002620836999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Encod_Stim.184.jpeg,,building,,,,,,,,,,,,,1912.5333009979986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1913.0846639449992,1914.519041274998,1914.519041274998,1916.0207697760015,1916.0207697760015,4,1,0.37122651699974085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.026.jpeg,,fruit,,,,,,,,,,,,,1916.0371184549986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916.587756994999,1918.0061918249994,1918.0061918249994,1919.5073746739981,1919.5073746739981,2,1,0.5482403960013471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.065.jpeg,,vehicle,,,,,,,,,,,,,1919.5241025930009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920.0759100520008,1921.5098778610009,1921.5098778610009,1923.0116104029985,1923.0116104029985,2,1,0.8203110439972079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Encod_Stim.131.jpeg,,fruit,,,,,,,,,,,,,1923.0281319280002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1923.5796298280002,1925.013897050001,1925.013897050001,1926.5153591950002,1926.5153591950002,4,1,0.49211832899891306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
