EALoadLoop.thisRepN,EALoadLoop.thisTrialN,EALoadLoop.thisN,EALoadLoop.thisIndex,EncLoadLoop.thisRepN,EncLoadLoop.thisTrialN,EncLoadLoop.thisN,EncLoadLoop.thisIndex,IALoadLoop.thisRepN,IALoadLoop.thisTrialN,IALoadLoop.thisN,IALoadLoop.thisIndex,RetLoadLoop.thisRepN,RetLoadLoop.thisTrialN,RetLoadLoop.thisN,RetLoadLoop.thisIndex,EAPractice2Trials.thisRepN,EAPractice2Trials.thisTrialN,EAPractice2Trials.thisN,EAPractice2Trials.thisIndex,IAPractice2Trials.thisRepN,IAPractice2Trials.thisTrialN,IAPractice2Trials.thisN,IAPractice2Trials.thisIndex,EncPractice2Trials.thisRepN,EncPractice2Trials.thisTrialN,EncPractice2Trials.thisN,EncPractice2Trials.thisIndex,RetPractice2Trials.thisRepN,RetPractice2Trials.thisTrialN,RetPractice2Trials.thisN,RetPractice2Trials.thisIndex,Blocks40.thisRepN,Blocks40.thisTrialN,Blocks40.thisN,Blocks40.thisIndex,EATrialsBlocks40.thisRepN,EATrialsBlocks40.thisTrialN,EATrialsBlocks40.thisN,EATrialsBlocks40.thisIndex,EncTrialsBlocks40.thisRepN,EncTrialsBlocks40.thisTrialN,EncTrialsBlocks40.thisN,EncTrialsBlocks40.thisIndex,IATrialsBlocks40.thisRepN,IATrialsBlocks40.thisTrialN,IATrialsBlocks40.thisN,IATrialsBlocks40.thisIndex,RetTrialsBlocks40.thisRepN,RetTrialsBlocks40.thisTrialN,RetTrialsBlocks40.thisN,RetTrialsBlocks40.thisIndex,Blocks10.thisRepN,Blocks10.thisTrialN,Blocks10.thisN,Blocks10.thisIndex,EATrialsBlocks10.thisRepN,EATrialsBlocks10.thisTrialN,EATrialsBlocks10.thisN,EATrialsBlocks10.thisIndex,EncTrialsBlocks10.thisRepN,EncTrialsBlocks10.thisTrialN,EncTrialsBlocks10.thisN,EncTrialsBlocks10.thisIndex,IATrialsBlocks10.thisRepN,IATrialsBlocks10.thisTrialN,IATrialsBlocks10.thisN,IATrialsBlocks10.thisIndex,RetTrialsBlocks10.thisRepN,RetTrialsBlocks10.thisTrialN,RetTrialsBlocks10.thisN,RetTrialsBlocks10.thisIndex,welcomeText.started,welcomeKey.started,welcomeKey.keys,welcomeKey.rt,welcomeText2.started,welcomeKey2.started,welcomeKey2.keys,welcomeKey2.rt,EAPracticeText1.started,EAPracticeText2.started,EAPracticeRespText.started,EAPracticeKey.started,EAPracticeKey.keys,EAPracticeKey.rt,EAPractice2Text.started,EAPractice2Key.started,EAPractice2Key.keys,EAPractice2Key.rt,corr_key,stim_name,magnitude,stim_spec,num_big,EAPractice1Text1.started,EAPractice1Stim.started,EAPractice1Resp.started,EAPractice1Text2.started,EAPractice1Resp.keys,EAPractice1Resp.corr,EAPractice1Resp.rt,EAPostPractice1Text.started,EAPostPractice1Resp.started,EAPostPractice1Resp.keys,EAPostPractice1Resp.rt,FixCross.started,EATrialText1.started,EATrialStim.started,EATrialText2.started,EATrialResp.started,EATrialResp.keys,EATrialResp.corr,EATrialResp.rt,FixCross.stopped,EAPracticeEndText.started,EAPracticeEndKey.started,EAPracticeEndKey.keys,EAPracticeEndKey.rt,IAPracticeInstructions1Text1.started,IAPracticeInstructions1Text2.started,IAPracticeInstructions1RespText.started,IAPracticeInstructions1Resp.started,IAPracticeInstructions1Resp.keys,IAPracticeInstructions1Resp.rt,IAPracticeInstructions2Text.started,IAPracticeInstructions2Resp.started,IAPracticeInstructions2Resp.keys,IAPracticeInstructions2Resp.rt,has_neg,IAPractice1Stim.started,IAPractice1Resp.started,IAPractice1Text1.started,IAPractice1Resp.keys,IAPractice1Resp.corr,IAPractice1Resp.rt,IAPractice1Feedback.started,IAPostPractice1Resp.started,IAPostPractice1Resp.keys,IAPostPractice1Resp.rt,IATrialStim.started,IATrialRespText.started,IATrialResp.started,IATrialRespText.stopped,IATrialResp.stopped,IATrialResp.keys,IATrialResp.corr,IATrialResp.rt,IAPracticeEndText.started,IAPracticeEndResp.started,IAPracticeEndResp.keys,IAPracticeEndResp.rt,EncPracticeInstructionsText1.started,EncPracticeInstructionsText2.started,EncPracticeInstructionsRespText.started,EncPracticeInstructionsResp.started,EncPracticeInstructionsResp.keys,EncPracticeInstructionsResp.rt,EncPracticeInstructions2Text.started,EncPracticeInstructions2Resp.started,EncPracticeInstructions2Resp.keys,EncPracticeInstructions2Resp.rt,EncPractice1Stim.started,EncPractice1Resp.started,EncPractice1RespText.started,EncPractice1Resp.keys,EncPractice1Resp.corr,EncPractice1Resp.rt,EncPractice1Feedback.started,EncPractice1FeedbackResp.started,EncPractice1FeedbackResp.keys,EncPractice1FeedbackResp.rt,EncImage.started,EncTrialRespText.started,EncTrialResp.started,EncTrialRespText.stopped,EncTrialResp.stopped,EncTrialResp.keys,EncTrialResp.corr,EncTrialResp.rt,EncPracticeEndText.started,EncPracticeEndResp.started,EncPracticeEndResp.keys,EncPracticeEndResp.rt,RetPracticeInstructionsText1.started,RetPracticeInstructionsText2.started,RetPracticeInstructionsResp.started,RetPracticeInstructions1Berry.started,RetPracticeInstructions1Question.started,RetPracticeInstructions1Truck.started,RetPracticeInstructions1House.started,RetPracticeInstructionsNumGuide1.started,RetPracticeInstructionsNumGuide2.started,RetPracticeInstructionsNumGuide3.started,RetPracticeInstructionsNumGuide4.started,RetPracticeInstructionsResp.keys,RetPracticeInstructionsResp.rt,RetPracticeInstructions2Text.started,RetPracticeInstructions2Resp.started,RetPracticeInstructions2Resp.keys,RetPracticeInstructions2Resp.rt,enc_stimname,RetPractice1Stim.started,RetPractice1Resp.started,RetPractice1Berry.started,RetPractice1Question.started,RetPractice1Truck.started,RetPractice1House.started,RetPractice1Resp.keys,RetPractice1Resp.corr,RetPractice1Resp.rt,RetPostPractice1Text.started,RetPostPractice1Resp.started,RetPostPractice1Resp.keys,RetPostPractice1Resp.rt,RetTrialStim.started,RetTrialResp.started,RetTrialQuestion.started,RetTrialBerry.started,RetTrialTruck.started,RetTrialHouse.started,RetTrialResp.stopped,RetTrialQuestion.stopped,RetTrialBerry.stopped,RetTrialTruck.stopped,RetTrialHouse.stopped,RetTrialResp.keys,RetTrialResp.corr,RetTrialResp.rt,RetPracticeEndText.started,RetPracticeEndResp.started,RetPracticeEndResp.keys,RetPracticeEndResp.rt,EATaskInstructionsText1.started,EATaskInstructionsText2.started,EATaskInstructionsText1.stopped,EATaskInstructionsText2.stopped,EATrialText2.stopped,EATrialResp.stopped,EncTaskInstructionsText1.started,EncTaskInstructionsText2.started,EncTaskInstructionsText1.stopped,EncTaskInstructionsText2.stopped,IATaskInstructionsText1.started,IATaskInstructionsText2.started,RetTaskInstructionsText1.started,RetTaskInstructionsText2.started,RetTaskInstructionsText1.stopped,RetTaskInstructionsText2.stopped,Block1EndText.started,Block1EndText.stopped,Block2BreakText.started,Block2BreakKey.started,Block2BreakKey.keys,Block2BreakKey.rt,Block2EndText.started,Block2EndText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_222.jpg,,fruit,,,,,,,,,,,,,2637.1359071340003,,,,,,,,2637.6529699129997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.222.jpeg,,,,,,,,,,,,,,2637.6529699129997,2639.122549027,2639.122549027,2639.122549027,2639.122549027,2639.122549027,,,,,,3,0,0.32082056799936254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_42.jpg,,vehicle,,,,,,,,,,,,,2639.4722080189995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.042.jpeg,,,,,,,,,,,,,,2639.9892806390008,2641.458660112,2641.458660112,2641.458660112,2641.458660112,2641.458660112,,,,,,3,1,0.24899632199867483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_97.jpg,,building,,,,,,,,,,,,,2641.725180478,,,,,,,,2642.2414683260004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.097.jpeg,,,,,,,,,,,,,,2642.2414683260004,2643.7101796529996,2643.7101796529996,2643.7101796529996,2643.7101796529996,2643.7101796529996,,,,,,3,0,0.2925539350007966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_228.jpg,,fruit,,,,,,,,,,,,,2644.027439871,,,,,,,,2644.5441492140008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.228.jpeg,,,,,,,,,,,,,,2644.5441492140008,2646.013397377,2646.013397377,2646.013397377,2646.013397377,2646.013397377,,,,,,2,1,0.21395503300027485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_37.jpg,,vehicle,,,,,,,,,,,,,2646.2471044990007,,,,,,,,2646.764151016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.037.jpeg,,,,,,,,,,,,,,2646.764151016,2648.2327411859997,2648.2327411859997,2648.2327411859997,2648.2327411859997,2648.2327411859997,,,,,,4,0,0.5787174179995418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_208.jpg,,fruit,,,,,,,,,,,,,2648.8326229000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.208.jpeg,,,,,,,,,,,,,,2649.3492585560007,2650.818918649001,2650.818918649001,2650.818918649001,2650.818918649001,2650.818918649001,,,,,,2,1,0.43311554299998534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_109.jpg,,fruit,,,,,,,,,,,,,2651.2692763900004,,,,,,,,2651.7853116590004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.109.jpeg,,,,,,,,,,,,,,2651.7853116590004,2653.2548107449993,2653.2548107449993,2653.2548107449993,2653.2548107449993,2653.2548107449993,,,,,,2,1,0.2761865430011312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_183.jpg,,building,,,,,,,,,,,,,2653.554285229001,,,,,,,,2654.071624966001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.183.jpeg,,,,,,,,,,,,,,2654.071624966001,2655.5407371360006,2655.5407371360006,2655.5407371360006,2655.5407371360006,2655.5407371360006,,,,,,4,1,0.3350613800002975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_176.jpg,,building,,,,,,,,,,,,,2655.907621386,,,,,,,,2656.4917951979996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.176.jpeg,,,,,,,,,,,,,,2656.4917951979996,2657.8930190269994,2657.8930190269994,2657.8930190269994,2657.8930190269994,2657.8930190269994,,,,,,1,0,0.43040810999900714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_17.jpg,,fruit,,,,,,,,,,,,,2658.3425095810007,,,,,,,,2658.8599376049997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.017.jpeg,,,,,,,,,,,,,,2658.8599376049997,2660.3292575269998,2660.3292575269998,2660.3292575269998,2660.3292575269998,2660.3292575269998,,,,,,2,1,0.297821887000282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_173.jpg,,building,,,,,,,,,,,,,2660.646298066001,,,,,,,,2661.162316326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.173.jpeg,,,,,,,,,,,,,,2661.162316326,2662.631934901,2662.631934901,2662.631934901,2662.631934901,2662.631934901,,,,,,4,1,0.2745784400003686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_236.jpg,,building,,,,,,,,,,,,,2662.9315488340008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.236.jpeg,,,,,,,,,,,,,,2663.448980983,2664.9175646819995,2664.9175646819995,2664.9175646819995,2664.9175646819995,2664.9175646819995,,,,,,4,0,0.3344428419995893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_257.jpg,,building,,,,,,,,,,,,,2665.2668265170005,,,,,,,,2665.784021296001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.257.jpeg,,,,,,,,,,,,,,2665.784021296001,2667.253687951,2667.253687951,2667.253687951,2667.253687951,2667.253687951,,,,,,4,0,0.26150988999961555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_135.jpg,,vehicle,,,,,,,,,,,,,2667.536909312,,,,,,,,2668.0875081099994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.135.jpeg,,,,,,,,,,,,,,2668.0875081099994,2669.522745968,2669.522745968,2669.522745968,2669.522745968,2669.522745968,,,,,,3,1,0.31984404400009225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_200.jpg,,building,,,,,,,,,,,,,2669.873093301,,,,,,,,2670.389130974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.200.jpeg,,,,,,,,,,,,,,2670.389130974,2671.858653489001,2671.858653489001,2671.858653489001,2671.858653489001,2671.858653489001,,,,,,4,1,0.3363794050010256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_258.jpg,,building,,,,,,,,,,,,,2672.225667191001,,,,,,,,2672.741721439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.258.jpeg,,,,,,,,,,,,,,2672.741721439,2674.211022755001,2674.211022755001,2674.211022755001,2674.211022755001,2674.211022755001,,,,,,4,0,0.2805611809990296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_113.jpg,,fruit,,,,,,,,,,,,,2674.5115716709997,,,,,,,,2675.027556473001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.113.jpeg,,,,,,,,,,,,,,2675.027556473001,2676.4970512749996,2676.4970512749996,2676.4970512749996,2676.4970512749996,2676.4970512749996,,,,,,2,1,0.4659868930002631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_88.jpg,,building,,,,,,,,,,,,,2676.9809894460004,,,,,,,,2677.496965911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.088.jpeg,,,,,,,,,,,,,,2677.496965911,2678.9665289840004,2678.9665289840004,2678.9665289840004,2678.9665289840004,2678.9665289840004,,,,,,4,1,0.23633159900145984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_79.jpg,,building,,,,,,,,,,,,,2679.2334963420008,,,,,,,,2679.7494814850006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.079.jpeg,,,,,,,,,,,,,,2679.7494814850006,2681.2187884700006,2681.2187884700006,2681.2187884700006,2681.2187884700006,2681.2187884700006,,,,,,4,1,1.2802593239985072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_280.jpg,,vehicle,,,,,,,,,,,,,2682.519210003001,,,,,,,,2683.0364948769993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.280.jpeg,,,,,,,,,,,,,,2683.0364948769993,2684.505839194001,2684.505839194001,2684.505839194001,2684.505839194001,2684.505839194001,,,,,,3,0,0.32132938999984617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_1.jpg,,fruit,,,,,,,,,,,,,2684.8563893870005,,,,,,,,2685.372301943001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.001.jpeg,,,,,,,,,,,,,,2685.372301943001,2686.841897014,2686.841897014,2686.841897014,2686.841897014,2686.841897014,,,,,,3,0,0.3136803259994849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_165.jpg,,vehicle,,,,,,,,,,,,,2687.175292549001,,,,,,,,2687.691532455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.165.jpeg,,,,,,,,,,,,,,2687.691532455,2689.1605846409993,2689.1605846409993,2689.1605846409993,2689.1605846409993,2689.1605846409993,,,,,,1,0,0.5859396840014597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_30.jpg,,fruit,,,,,,,,,,,,,2689.7783570300007,,,,,,,,2690.2944572669994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.030.jpeg,,,,,,,,,,,,,,2690.2944572669994,2691.7638681889994,2691.7638681889994,2691.7638681889994,2691.7638681889994,2691.7638681889994,,,,,,3,0,0.6230864939998355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_248.jpg,,building,,,,,,,,,,,,,2692.4142130909995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.248.jpeg,,,,,,,,,,,,,,2692.9308655560008,2694.40031638,2694.40031638,2694.40031638,2694.40031638,2694.40031638,,,,,,4,0,0.16323660299985931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_16.jpg,,fruit,,,,,,,,,,,,,2694.5836604280003,,,,,,,,2695.0997342050005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.016.jpeg,,,,,,,,,,,,,,2695.0997342050005,2696.5693864100003,2696.5693864100003,2696.5693864100003,2696.5693864100003,2696.5693864100003,,,,,,2,1,0.24163704199872882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
